Time,Frame,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MagX,MagY,MagZ,Roll,Pitch,Yaw,Qw,Qx,Qy,Qz
23-36-59.710,727,0.052,0.734,1.135,-80.628,105.163,-38.136,26,-8,-44,34.59,-5.83,-96.15,0.648,0.162,-0.253,-0.699
23-36-59.720,728,0.052,0.789,1.170,-92.359,98.061,-38.334,26,-8,-44,33.75,-4.75,-95.87,0.649,0.165,-0.242,-0.702
23-36-59.731,729,0.021,0.809,1.222,-84.191,91.925,-27.551,27,-5,-43,32.81,-3.74,-95.65,0.651,0.166,-0.230,-0.704
23-36-59.741,730,-0.014,0.813,1.306,-47.603,84.227,-13.240,28,-5,-42,32.00,-2.83,-95.38,0.652,0.168,-0.220,-0.706
23-36-59.815,731,-0.021,0.813,1.404,-6.919,74.566,-0.942,28,-4,-42,31.56,-2.06,-95.04,0.653,0.171,-0.212,-0.706
23-36-59.815,732,0.018,0.840,1.548,29.352,62.977,6.332,29,-4,-42,31.52,-1.44,-94.66,0.655,0.175,-0.208,-0.705
23-36-59.815,733,0.015,0.902,1.686,58.587,45.177,11.885,29,-4,-42,31.85,-0.96,-94.28,0.656,0.181,-0.207,-0.703
23-36-59.815,734,0.066,0.897,1.732,66.205,17.830,21.449,30,-5,-42,32.44,-0.67,-93.95,0.656,0.186,-0.208,-0.701
23-36-59.815,735,0.100,0.846,1.723,79.265,-11.390,35.671,30,-6,-43,33.11,-0.68,-93.67,0.657,0.191,-0.212,-0.698
23-36-59.827,736,0.103,0.760,1.687,89.187,-39.271,49.459,30,-7,-43,33.93,-1.01,-93.44,0.658,0.194,-0.218,-0.695
23-36-59.828,737,0.083,0.604,1.574,77.158,-71.199,60.281,30,-8,-44,34.80,-1.65,-93.27,0.658,0.195,-0.227,-0.691
23-36-59.829,738,0.082,0.487,1.448,61.975,-98.605,58.492,30,-8,-44,35.55,-2.61,-93.21,0.659,0.194,-0.237,-0.687
23-36-59.830,739,0.073,0.421,1.291,50.483,-123.148,51.139,28,-9,-45,36.16,-3.77,-93.34,0.659,0.190,-0.247,-0.684
23-36-59.848,740,0.068,0.394,1.059,42.386,-144.641,41.831,27,-10,-46,36.68,-5.08,-93.68,0.659,0.184,-0.258,-0.682
23-36-59.850,741,0.025,0.403,0.880,35.323,-158.956,32.218,26,-11,-46,37.15,-6.50,-94.24,0.657,0.177,-0.270,-0.681
23-36-59.860,742,0.076,0.430,0.698,33.027,-168.422,25.792,25,-12,-46,37.59,-7.96,-94.97,0.655,0.169,-0.281,-0.681
23-36-59.877,743,0.021,0.442,0.574,51.591,-173.637,20.190,25,-12,-46,38.08,-9.45,-95.82,0.651,0.160,-0.293,-0.681
23-36-59.880,744,0.025,0.439,0.456,83.037,-182.628,17.728,21,-14,-46,38.80,-10.94,-96.76,0.647,0.152,-0.307,-0.681
23-36-59.890,745,0.052,0.462,0.165,97.692,-196.067,14.264,20,-15,-46,39.88,-12.48,-97.82,0.642,0.146,-0.323,-0.680
23-36-59.906,746,0.082,0.470,-0.186,78.541,-178.698,11.357,18,-16,-47,41.11,-14.05,-99.01,0.636,0.139,-0.339,-0.679
23-36-59.910,747,0.086,0.486,-0.319,54.297,-118.424,7.330,17,-17,-46,42.14,-15.40,-100.10,0.631,0.133,-0.353,-0.678
23-36-59.920,748,0.070,0.494,-0.280,38.244,-48.297,2.211,17,-17,-46,42.85,-16.26,-100.81,0.627,0.129,-0.363,-0.677
23-36-59.930,749,0.129,0.474,-0.171,44.175,3.377,-5.564,17,-18,-47,43.32,-16.57,-101.10,0.625,0.129,-0.367,-0.676
23-36-59.940,750,0.133,0.485,-0.042,38.999,42.149,-19.961,17,-19,-47,43.77,-16.45,-101.10,0.625,0.132,-0.369,-0.675
23-36-59.950,751,0.122,0.567,0.081,4.164,70.242,-31.460,17,-19,-47,44.07,-15.97,-100.93,0.625,0.137,-0.368,-0.675
23-36-59.960,752,0.130,0.504,0.139,-8.774,80.840,-23.281,18,-19,-47,44.00,-15.25,-100.64,0.625,0.142,-0.364,-0.675
23-36-59.970,753,0.126,0.504,0.269,-37.414,100.877,-18.860,18,-19,-47,43.77,-14.49,-100.20,0.627,0.147,-0.359,-0.676
23-36-59.980,754,0.048,0.462,0.330,-68.574,116.025,-19.642,19,-17,-47,43.22,-13.61,-99.61,0.629,0.152,-0.350,-0.677
23-36-59.990,755,0.028,0.415,0.358,-109.764,127.453,-18.785,20,-15,-47,42.33,-12.62,-98.94,0.632,0.155,-0.339,-0.679
23-37-00.005,756,0.013,0.400,0.460,-133.458,145.326,-14.234,22,-14,-46,41.04,-11.53,-98.20,0.637,0.157,-0.325,-0.681
23-37-00.010,757,0.036,0.360,0.656,-128.017,168.154,-11.661,23,-12,-46,39.56,-10.34,-97.36,0.642,0.159,-0.309,-0.684
23-37-00.020,758,0.045,0.410,0.962,-103.845,184.973,-16.221,23,-12,-46,38.12,-8.95,-96.38,0.647,0.162,-0.292,-0.685
23-37-00.037,759,0.045,0.410,0.962,-103.845,184.973,-16.221,23,-12,-46,38.12,-8.95,-96.38,0.647,0.162,-0.292,-0.685
23-37-00.037,760,0.081,0.491,1.248,-75.769,199.656,-32.033,26,-10,-45,36.99,-7.36,-95.38,0.652,0.168,-0.275,-0.686
23-37-00.040,761,0.043,0.577,1.500,-79.030,201.558,-46.418,28,-9,-44,36.12,-5.55,-94.45,0.656,0.176,-0.259,-0.687
23-37-00.050,762,0.006,0.722,1.717,-65.260,182.958,-56.857,29,-8,-43,35.28,-3.65,-93.68,0.659,0.185,-0.242,-0.688
23-37-00.067,763,-0.035,0.871,1.868,-51.439,149.410,-60.991,30,-7,-43,34.62,-1.85,-93.12,0.660,0.193,-0.227,-0.690
23-37-00.071,764,-0.058,0.997,1.947,-42.812,103.265,-56.133,30,-7,-43,34.12,-0.34,-92.83,0.660,0.200,-0.214,-0.692
23-37-00.080,765,-0.049,1.098,1.966,-24.166,52.907,-46.916,31,-6,-42,33.71,0.77,-92.74,0.659,0.205,-0.205,-0.694
23-37-00.097,766,-0.073,1.107,1.861,-13.185,1.831,-32.324,31,-6,-43,33.49,1.41,-92.86,0.657,0.207,-0.201,-0.696
23-37-00.100,767,-0.061,1.083,1.692,-15.726,-44.121,-13.592,31,-6,-42,33.34,1.54,-93.13,0.656,0.207,-0.199,-0.698
23-37-00.110,768,-0.054,1.079,1.578,0.096,-75.406,3.633,30,-6,-43,33.19,1.19,-93.49,0.654,0.203,-0.201,-0.700
23-37-00.128,769,0.008,1.008,1.462,22.936,-98.040,22.334,30,-6,-43,33.23,0.49,-93.88,0.653,0.198,-0.206,-0.701
23-37-00.131,770,0.019,0.926,1.411,46.557,-117.700,40.301,29,-7,-43,33.49,-0.49,-94.23,0.653,0.193,-0.214,-0.701
23-37-00.141,771,0.049,0.812,1.261,53.130,-138.871,52.921,27,-8,-44,33.98,-1.72,-94.55,0.652,0.188,-0.224,-0.699
23-37-00.157,772,0.063,0.691,1.087,44.677,-153.788,63.866,27,-8,-44,34.51,-3.19,-94.89,0.652,0.181,-0.236,-0.698
23-37-00.161,773,0.074,0.613,0.950,57.570,-160.679,71.290,26,-9,-45,34.99,-4.83,-95.24,0.652,0.173,-0.249,-0.695
23-37-00.171,774,0.081,0.547,0.820,72.899,-167.185,76.269,26,-9,-45,35.65,-6.57,-95.59,0.652,0.165,-0.263,-0.692
23-37-00.180,775,0.091,0.453,0.635,71.345,-172.831,79.450,23,-12,-46,36.41,-8.38,-95.95,0.651,0.157,-0.278,-0.689
23-37-00.190,776,0.110,0.339,0.513,89.242,-171.147,79.231,22,-13,-47,37.22,-10.23,-96.36,0.651,0.149,-0.293,-0.684
23-37-00.200,777,0.113,0.277,0.418,129.847,-177.870,80.636,21,-14,-47,38.25,-12.08,-96.79,0.650,0.142,-0.310,-0.680
23-37-00.210,778,0.158,0.175,0.063,117.138,-181.784,80.619,19,-16,-47,39.65,-13.98,-97.30,0.648,0.136,-0.328,-0.674
23-37-00.220,779,0.134,0.141,-0.101,82.131,-146.189,71.749,19,-16,-47,40.91,-15.85,-97.85,0.646,0.130,-0.346,-0.668
23-37-00.230,780,0.123,0.145,-0.026,25.964,-79.034,52.439,17,-17,-47,41.77,-17.34,-98.25,0.645,0.124,-0.359,-0.663
23-37-00.240,781,0.127,0.203,0.009,-9.129,-37.081,27.413,17,-17,-47,42.02,-18.21,-98.38,0.645,0.120,-0.364,-0.661
23-37-00.251,782,0.150,0.199,-0.074,-18.908,-21.761,8.243,16,-17,-47,41.93,-18.64,-98.43,0.646,0.116,-0.366,-0.660
23-37-00.260,783,0.123,0.247,-0.159,-30.260,-5.984,-11.664,17,-17,-47,41.77,-18.83,-98.53,0.646,0.114,-0.366,-0.660
23-37-00.270,784,-0.019,0.464,-0.058,-76.774,29.102,-34.440,17,-17,-47,41.43,-18.73,-98.65,0.645,0.112,-0.364,-0.662
23-37-00.286,785,0.019,0.389,-0.137,-124.966,61.155,-39.779,17,-15,-47,40.62,-18.23,-98.71,0.645,0.111,-0.357,-0.667
23-37-00.290,786,-0.024,0.308,-0.097,-125.978,86.721,-34.034,17,-14,-47,39.35,-17.50,-98.59,0.646,0.108,-0.346,-0.672
23-37-00.300,787,-0.000,0.311,0.087,-120.052,127.477,-39.298,19,-12,-46,37.99,-16.56,-98.27,0.648,0.108,-0.333,-0.677
23-37-00.318,788,0.005,0.373,0.327,-116.369,165.042,-45.605,20,-11,-46,36.66,-15.27,-97.77,0.650,0.110,-0.318,-0.681
23-37-00.320,789,0.100,0.508,0.635,-108.056,199.530,-47.376,20,-11,-46,35.33,-13.61,-97.10,0.653,0.115,-0.301,-0.685
23-37-00.330,790,0.152,0.639,1.054,-58.903,230.216,-45.479,23,-8,-45,34.13,-11.67,-96.31,0.657,0.122,-0.282,-0.689
23-37-00.347,791,0.161,0.743,1.533,3.962,245.526,-43.435,25,-7,-44,33.45,-9.48,-95.38,0.660,0.135,-0.265,-0.690
23-37-00.350,792,0.123,0.806,1.793,17.934,227.646,-45.369,27,-7,-44,33.39,-7.20,-94.39,0.663,0.151,-0.251,-0.689
23-37-00.360,793,0.085,0.834,1.825,-35.373,181.483,-43.965,29,-6,-44,33.41,-5.10,-93.54,0.665,0.166,-0.238,-0.688
23-37-00.377,794,0.050,0.850,1.807,-67.738,133.589,-37.880,29,-6,-44,32.92,-3.43,-92.96,0.666,0.174,-0.225,-0.689
23-37-00.380,795,0.030,0.831,1.799,-60.319,94.595,-25.254,30,-5,-43,32.23,-2.15,-92.57,0.668,0.179,-0.213,-0.691
23-37-00.390,796,0.007,0.769,1.815,-25.713,60.099,-9.716,31,-5,-43,31.66,-1.26,-92.29,0.669,0.181,-0.204,-0.692
23-37-00.406,797,-0.009,0.718,1.847,6.759,25.341,2.394,31,-4,-42,31.44,-0.74,-92.07,0.670,0.184,-0.199,-0.692
23-37-00.410,798,-0.002,0.722,1.816,21.342,-10.179,6.339,31,-5,-43,31.53,-0.58,-91.93,0.670,0.185,-0.199,-0.691
23-37-00.420,799,0.030,0.773,1.744,20.510,-44.192,4.939,31,-5,-43,31.74,-0.75,-91.97,0.670,0.185,-0.201,-0.690
23-37-00.431,800,0.026,0.753,1.681,26.570,-73.270,3.608,30,-5,-43,31.96,-1.18,-92.19,0.669,0.184,-0.205,-0.691
23-37-00.440,801,0.033,0.687,1.536,26.597,-103.584,8.511,29,-6,-43,32.24,-1.86,-92.56,0.667,0.181,-0.211,-0.691
23-37-00.450,802,0.016,0.633,1.399,34.322,-131.725,16.056,29,-6,-43,32.54,-2.81,-93.06,0.665,0.176,-0.219,-0.692
23-37-00.460,803,0.074,0.526,1.185,39.274,-155.058,24.023,28,-7,-44,32.91,-4.04,-93.64,0.663,0.169,-0.230,-0.692
23-37-00.471,804,0.061,0.425,1.020,61.426,-171.266,31.034,28,-7,-44,33.40,-5.51,-94.30,0.661,0.161,-0.242,-0.692
23-37-00.480,805,0.095,0.394,0.827,75.281,-181.763,27.752,24,-9,-45,34.12,-7.11,-95.00,0.658,0.154,-0.256,-0.691
23-37-00.490,806,0.079,0.410,0.651,67.945,-187.230,17.218,23,-10,-46,34.98,-8.77,-95.83,0.654,0.147,-0.271,-0.690
23-37-00.501,807,0.056,0.419,0.526,74.214,-189.962,10.925,21,-11,-46,35.82,-10.39,-96.79,0.650,0.139,-0.286,-0.690
23-37-00.511,808,0.114,0.441,0.407,82.154,-190.957,5.919,20,-13,-46,36.77,-11.98,-97.86,0.645,0.131,-0.302,-0.690
23-37-00.521,809,0.172,0.429,0.036,76.399,-190.123,10.622,20,-13,-46,37.88,-13.55,-98.99,0.639,0.125,-0.318,-0.689
23-37-00.536,810,0.156,0.395,-0.121,38.093,-145.576,15.330,17,-14,-46,38.85,-15.07,-100.08,0.634,0.117,-0.332,-0.689
23-37-00.541,811,0.132,0.403,-0.097,20.609,-87.986,10.335,17,-14,-46,39.42,-16.23,-100.87,0.630,0.110,-0.342,-0.688
23-37-00.550,812,0.098,0.478,-0.162,13.064,-52.771,-1.311,17,-14,-46,39.75,-16.93,-101.35,0.628,0.106,-0.348,-0.688
23-37-00.566,813,0.124,0.455,-0.414,0.848,-34.669,-11.429,17,-14,-46,39.98,-17.30,-101.71,0.627,0.104,-0.351,-0.688
23-37-00.570,814,0.054,0.487,-0.495,-3.642,-2.072,-22.825,17,-14,-46,40.06,-17.45,-102.00,0.625,0.102,-0.353,-0.689
23-37-00.580,815,-0.062,0.504,-0.323,-27.756,69.300,-27.711,15,-15,-46,40.03,-17.24,-102.14,0.624,0.103,-0.352,-0.690
23-37-00.595,816,0.016,0.436,-0.031,-14.127,118.926,-16.934,15,-15,-46,39.66,-16.48,-101.84,0.625,0.107,-0.346,-0.692
23-37-00.600,817,0.024,0.408,0.232,2.955,150.812,-16.795,15,-15,-46,39.40,-15.43,-101.16,0.627,0.114,-0.338,-0.692
23-37-00.610,818,0.029,0.450,0.526,-32.998,180.689,-22.116,15,-15,-46,39.15,-14.12,-100.29,0.631,0.124,-0.329,-0.691
23-37-00.627,819,0.061,0.528,0.757,-66.054,202.339,-26.146,15,-15,-46,38.53,-12.54,-99.28,0.635,0.134,-0.317,-0.692
23-37-00.630,820,0.094,0.659,1.047,-72.632,219.232,-28.240,21,-12,-46,37.63,-10.76,-98.21,0.640,0.143,-0.301,-0.693
23-37-00.640,821,0.106,0.690,1.369,-53.636,224.366,-21.361,21,-12,-46,36.74,-8.84,-97.08,0.645,0.153,-0.284,-0.693
23-37-00.658,822,0.064,0.659,1.606,-37.089,200.271,-12.703,21,-12,-46,36.07,-6.94,-95.91,0.650,0.164,-0.268,-0.692
23-37-00.660,823,0.032,0.616,1.650,-50.671,156.491,-14.731,21,-12,-46,35.58,-5.28,-94.87,0.654,0.174,-0.254,-0.691
23-37-00.670,824,-0.030,0.633,1.581,-82.030,111.212,-21.740,21,-12,-46,34.95,-3.98,-94.16,0.657,0.180,-0.242,-0.691
23-37-00.680,825,-0.041,0.751,1.581,-86.578,76.906,-28.041,28,-7,-43,34.09,-2.98,-93.74,0.659,0.182,-0.231,-0.692
23-37-00.690,826,-0.025,0.766,1.565,-58.747,44.863,-25.240,28,-7,-43,33.24,-2.22,-93.57,0.660,0.182,-0.221,-0.694
23-37-00.700,827,-0.025,0.790,1.526,-22.789,15.169,-18.940,28,-7,-43,32.71,-1.74,-93.55,0.660,0.182,-0.215,-0.696
23-37-00.710,828,0.003,0.875,1.502,-5.440,-4.548,-13.587,28,-7,-43,32.50,-1.54,-93.64,0.660,0.182,-0.213,-0.697
23-37-00.721,829,0.078,0.976,1.563,26.929,-16.795,-8.031,28,-7,-43,32.50,-1.53,-93.79,0.659,0.182,-0.213,-0.698
23-37-00.730,830,0.121,1.006,1.628,67.145,-25.535,6.102,29,-6,-43,32.83,-1.64,-93.94,0.657,0.183,-0.216,-0.698
23-37-00.740,831,0.144,0.982,1.640,86.284,-40.782,24.551,29,-6,-43,33.53,-1.92,-94.02,0.656,0.185,-0.222,-0.697
23-37-00.750,832,0.100,0.889,1.566,92.870,-64.885,41.210,29,-6,-43,34.41,-2.43,-94.04,0.656,0.187,-0.230,-0.694
23-37-00.760,833,0.111,0.768,1.369,71.714,-97.500,53.855,29,-6,-43,35.31,-3.24,-94.09,0.655,0.187,-0.240,-0.691
23-37-00.770,834,0.113,0.663,1.180,69.015,-123.924,61.812,29,-6,-43,36.02,-4.40,-94.23,0.655,0.183,-0.251,-0.688
23-37-00.783,835,0.015,0.551,1.010,70.665,-141.217,66.163,27,-10,-45,36.73,-5.79,-94.48,0.655,0.178,-0.264,-0.685
23-37-00.790,836,0.099,0.433,0.804,69.592,-154.189,68.551,27,-10,-45,37.47,-7.33,-94.81,0.655,0.172,-0.277,-0.682
23-37-00.800,837,0.091,0.351,0.721,79.121,-161.863,66.119,27,-10,-45,38.23,-8.97,-95.23,0.654,0.166,-0.291,-0.678
23-37-00.815,838,0.008,0.294,0.495,92.158,-173.744,57.941,27,-10,-45,39.14,-10.66,-95.75,0.653,0.159,-0.306,-0.675
23-37-00.820,839,0.086,0.336,0.470,82.751,-182.952,45.937,27,-10,-45,40.17,-12.36,-96.42,0.650,0.152,-0.322,-0.672
23-37-00.831,840,0.093,0.313,0.093,73.345,-199.362,39.563,20,-16,-47,41.22,-14.06,-97.31,0.646,0.145,-0.338,-0.669
23-37-00.848,841,0.089,0.416,-0.257,45.441,-174.690,28.198,20,-16,-47,42.18,-15.79,-98.38,0.641,0.136,-0.354,-0.667
23-37-00.850,842,0.065,0.369,-0.378,6.060,-104.261,28.125,20,-16,-47,42.86,-17.20,-99.33,0.637,0.128,-0.365,-0.666
23-37-00.861,843,0.023,0.382,-0.345,-0.110,-35.474,23.081,20,-16,-47,43.05,-18.09,-99.80,0.636,0.122,-0.371,-0.665
23-37-00.878,844,0.112,0.388,-0.351,3.438,5.272,7.779,20,-16,-47,43.06,-18.42,-99.79,0.636,0.119,-0.373,-0.664
23-37-00.881,845,0.024,0.468,-0.212,-8.396,53.016,-14.034,16,-19,-47,43.06,-18.38,-99.68,0.637,0.120,-0.373,-0.664
23-37-00.891,846,0.137,0.485,-0.026,-21.498,93.450,-19.141,16,-19,-47,42.86,-17.84,-99.37,0.638,0.123,-0.369,-0.665
23-37-00.907,847,0.121,0.450,0.104,-17.506,116.792,-16.204,16,-19,-47,42.52,-17.01,-98.84,0.640,0.129,-0.362,-0.665
23-37-00.911,848,0.150,0.499,0.378,-27.367,144.112,-17.387,16,-19,-47,42.11,-16.01,-98.11,0.643,0.135,-0.354,-0.665
23-37-00.921,849,0.162,0.550,0.539,-34.499,160.714,-22.848,16,-19,-47,41.60,-14.79,-97.24,0.647,0.143,-0.344,-0.665
23-37-00.930,850,0.199,0.729,0.825,-42.472,178.066,-31.675,21,-16,-47,41.01,-13.41,-96.31,0.651,0.151,-0.332,-0.666
23-37-00.940,851,0.208,0.810,1.112,-35.431,191.535,-30.261,21,-16,-47,40.39,-11.83,-95.36,0.655,0.160,-0.319,-0.666
23-37-00.950,852,0.173,0.759,1.317,-17.304,181.250,-16.770,21,-16,-47,39.86,-10.19,-94.33,0.659,0.170,-0.306,-0.666
23-37-00.960,853,0.118,0.670,1.365,-21.454,144.542,-5.386,21,-16,-47,39.52,-8.73,-93.30,0.663,0.179,-0.294,-0.665
23-37-00.970,854,0.063,0.628,1.339,-36.534,108.961,-5.888,21,-16,-47,39.16,-7.64,-92.48,0.666,0.186,-0.285,-0.663
23-37-00.980,855,0.051,0.601,1.406,-42.975,88.104,-9.869,28,-12,-46,38.70,-6.77,-91.85,0.669,0.190,-0.276,-0.663
23-37-00.990,856,0.048,0.624,1.528,-24.504,73.862,-12.104,28,-12,-46,38.24,-6.04,-91.39,0.671,0.193,-0.269,-0.663
23-37-01.007,857,0.040,0.655,1.630,0.138,58.105,-16.165,28,-12,-46,38.00,-5.39,-91.04,0.673,0.196,-0.263,-0.663
23-37-01.010,858,0.060,0.717,1.688,2.645,34.584,-20.622,28,-12,-46,37.98,-4.85,-90.83,0.673,0.200,-0.260,-0.663
23-37-01.020,859,0.088,0.791,1.684,6.317,4.577,-24.587,28,-12,-46,38.01,-4.49,-90.84,0.672,0.202,-0.258,-0.664
23-37-01.036,860,0.088,0.791,1.684,6.317,4.577,-24.587,28,-12,-46,38.01,-4.49,-90.84,0.672,0.202,-0.258,-0.664
23-37-01.036,861,0.116,0.861,1.648,18.202,-28.696,-23.705,30,-11,-46,38.10,-4.33,-91.03,0.671,0.203,-0.258,-0.665
23-37-01.040,862,0.127,0.885,1.526,27.278,-62.897,-18.544,30,-11,-46,38.33,-4.45,-91.41,0.668,0.203,-0.260,-0.667
23-37-01.050,863,0.123,0.897,1.396,30.312,-91.621,-12.414,30,-11,-46,38.65,-4.86,-91.97,0.665,0.201,-0.266,-0.668
23-37-01.067,864,0.130,0.850,1.200,22.051,-116.295,-6.178,30,-11,-46,39.01,-5.53,-92.66,0.662,0.197,-0.273,-0.670
23-37-01.070,865,0.126,0.808,1.008,21.521,-136.722,1.231,30,-11,-46,39.30,-6.43,-93.45,0.658,0.192,-0.281,-0.672
23-37-01.080,866,0.168,0.725,0.790,18.964,-151.377,7.288,26,-14,-46,39.62,-7.51,-94.32,0.655,0.185,-0.290,-0.673
23-37-01.096,867,0.101,0.688,0.615,33.617,-165.249,10.617,26,-14,-46,39.96,-8.74,-95.26,0.651,0.177,-0.300,-0.675
23-37-01.100,868,0.119,0.602,0.418,66.628,-178.909,14.583,26,-14,-46,40.50,-10.09,-96.26,0.646,0.169,-0.312,-0.676
23-37-01.110,869,0.068,0.560,0.121,87.410,-185.996,10.882,26,-14,-46,41.40,-11.54,-97.35,0.641,0.162,-0.326,-0.675
23-37-01.127,870,0.122,0.591,-0.002,83.708,-178.547,8.305,26,-14,-46,42.50,-12.98,-98.50,0.635,0.155,-0.342,-0.675
23-37-01.130,871,0.079,0.561,-0.366,94.137,-165.932,9.479,18,-19,-47,43.65,-14.34,-99.69,0.629,0.149,-0.357,-0.674
23-37-01.140,872,0.047,0.582,-0.660,86.822,-114.324,6.641,18,-19,-47,44.86,-15.55,-100.78,0.624,0.145,-0.371,-0.673
23-37-01.156,873,0.113,0.463,-0.524,61.360,-5.183,8.291,18,-19,-47,45.89,-16.31,-101.48,0.620,0.143,-0.381,-0.671
23-37-01.160,874,0.149,0.567,-0.105,50.327,84.672,1.890,18,-19,-47,46.46,-16.31,-101.37,0.620,0.147,-0.385,-0.668
23-37-01.170,875,0.073,0.654,0.168,22.943,131.703,6.062,18,-19,-47,46.73,-15.67,-100.61,0.622,0.155,-0.382,-0.665
23-37-01.180,876,0.176,0.436,0.389,0.734,146.542,32.277,18,-21,-48,46.62,-14.82,-99.53,0.627,0.163,-0.376,-0.662
23-37-01.191,877,0.137,0.311,0.555,-2.597,150.688,33.006,18,-21,-48,46.32,-14.04,-98.20,0.634,0.171,-0.369,-0.658
23-37-01.200,878,0.165,0.365,0.751,-28.061,155.446,8.492,18,-21,-48,45.94,-13.21,-96.86,0.640,0.178,-0.360,-0.654
23-37-01.210,879,0.182,0.510,0.912,-47.363,147.714,-19.803,18,-21,-48,45.38,-12.16,-95.69,0.646,0.185,-0.350,-0.653
23-37-01.221,880,0.171,0.643,1.018,-61.414,130.054,-33.158,18,-21,-48,44.71,-10.97,-94.83,0.650,0.191,-0.339,-0.653
23-37-01.230,881,0.129,0.647,1.098,-64.977,106.452,-27.222,24,-18,-48,43.96,-9.84,-94.16,0.653,0.196,-0.327,-0.655
23-37-01.240,882,0.086,0.624,1.130,-56.307,80.431,-22.247,24,-18,-48,43.24,-8.91,-93.63,0.655,0.199,-0.317,-0.656
23-37-01.251,883,0.055,0.668,1.139,-54.944,61.017,-27.074,24,-18,-48,42.62,-8.18,-93.26,0.657,0.201,-0.309,-0.658
23-37-01.261,884,0.029,0.766,1.194,-56.711,50.690,-36.192,24,-18,-48,42.04,-7.55,-93.07,0.658,0.202,-0.302,-0.660
23-37-01.271,885,0.025,0.844,1.246,-45.503,38.229,-39.660,24,-18,-48,41.48,-6.94,-93.03,0.658,0.202,-0.295,-0.663
23-37-01.286,886,0.069,0.898,1.308,-22.460,24.508,-36.320,27,-14,-46,41.06,-6.41,-93.08,0.657,0.203,-0.290,-0.665
23-37-01.291,887,0.124,0.987,1.393,0.108,11.343,-30.533,27,-15,-46,40.88,-6.00,-93.20,0.656,0.204,-0.287,-0.667
23-37-01.300,888,0.148,1.061,1.459,18.673,-4.921,-23.711,27,-14,-46,40.92,-5.73,-93.37,0.655,0.205,-0.286,-0.669
23-37-01.317,889,0.191,1.115,1.474,34.147,-24.486,-12.119,27,-14,-46,41.15,-5.64,-93.58,0.653,0.207,-0.287,-0.670
23-37-01.320,890,0.207,1.118,1.422,32.574,-45.690,-0.612,27,-15,-46,41.52,-5.78,-93.85,0.651,0.207,-0.291,-0.670
23-37-01.330,891,0.218,1.072,1.308,28.787,-68.439,11.443,26,-15,-46,41.87,-6.14,-94.16,0.649,0.206,-0.295,-0.670
23-37-01.346,892,0.209,0.998,1.210,37.896,-87.034,23.821,26,-16,-46,42.21,-6.76,-94.54,0.647,0.204,-0.301,-0.670
23-37-01.350,893,0.185,0.857,1.085,43.649,-102.946,37.172,25,-16,-47,42.65,-7.59,-94.96,0.646,0.200,-0.309,-0.669
23-37-01.360,894,0.043,0.715,0.958,38.117,-117.674,49.223,24,-17,-47,43.14,-8.62,-95.39,0.645,0.195,-0.318,-0.667
23-37-01.378,895,0.182,0.580,0.802,45.179,-131.472,57.864,23,-18,-47,43.59,-9.84,-95.85,0.644,0.189,-0.328,-0.665
23-37-01.380,896,0.088,0.503,0.851,71.711,-140.071,58.271,22,-19,-47,44.18,-11.19,-96.35,0.642,0.182,-0.339,-0.663
23-37-01.390,897,0.119,0.448,0.736,92.940,-166.861,51.577,21,-20,-48,45.05,-12.61,-96.96,0.640,0.176,-0.352,-0.660
23-37-01.408,898,0.137,0.367,0.343,100.254,-207.483,44.315,20,-21,-48,46.24,-14.18,-97.87,0.636,0.170,-0.368,-0.656
23-37-01.410,899,0.137,0.414,0.001,64.318,-211.323,29.518,18,-23,-48,47.50,-15.92,-99.14,0.630,0.162,-0.386,-0.654
23-37-01.420,900,0.129,0.509,-0.316,49.911,-172.262,17.373,16,-23,-48,48.55,-17.51,-100.53,0.624,0.153,-0.401,-0.653
23-37-01.430,901,0.070,0.451,-0.335,17.252,-96.288,20.367,14,-24,-47,49.35,-18.71,-101.70,0.619,0.146,-0.413,-0.652
23-37-01.441,902,0.035,0.456,-0.338,12.282,-35.265,11.044,14,-24,-47,49.72,-19.43,-102.27,0.616,0.141,-0.419,-0.652
23-37-01.450,903,0.117,0.537,-0.347,16.435,-1.663,-5.847,13,-25,-47,49.90,-19.70,-102.46,0.616,0.139,-0.421,-0.651
23-37-01.460,904,0.176,0.590,-0.231,3.769,43.532,-24.662,13,-25,-47,50.07,-19.61,-102.49,0.615,0.141,-0.422,-0.651
23-37-01.471,905,0.100,0.697,-0.037,-22.639,94.699,-29.790,13,-25,-47,50.00,-19.09,-102.24,0.616,0.145,-0.419,-0.652
23-37-01.480,906,0.161,0.582,0.119,-26.858,116.524,-0.858,15,-25,-47,49.54,-18.26,-101.63,0.618,0.150,-0.412,-0.653
23-37-01.490,907,0.146,0.496,0.292,-29.921,132.183,9.291,15,-24,-47,48.99,-17.50,-100.68,0.623,0.155,-0.404,-0.652
23-37-01.507,908,0.185,0.553,0.480,-38.470,148.148,-5.411,17,-24,-47,48.35,-16.67,-99.57,0.628,0.161,-0.395,-0.651
23-37-01.510,909,0.190,0.616,0.625,-57.312,159.301,-20.187,18,-23,-48,47.64,-15.61,-98.47,0.633,0.167,-0.384,-0.651
